Title,Authors,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Habitat Use by Juvenile Red Snapper in the Northern Gulf of Mexico: Ontogeny, Seasonality, and the Effects of Hypoxia.","Switzer, Theodore S.; Chesney, Edward J.; Baltz, Donald M.",Transactions of the American Fisheries Society,00028487,,Mar2015,144,2,300,15,101869001,10.1080/00028487.2014.991447,Taylor & Francis Ltd,Article,ONTOGENY; Effect of saline waters on fishes; Lutjanus campechanus; Fish habitat; Fishes; Anoxemia in fishes; Size of fishes,,"Red SnapperLutjanus campechanusin the northern Gulf of Mexico are threatened by the combined influence of fishing pressures, the bycatch of juveniles in the shrimp trawl fishery, and the seasonal formation of hypoxic (?2 mg/L O2) bottom water along the Louisiana–Texas continental shelf. Juveniles are especially at risk from hypoxia because they leave the plankton and transition from pelagic to demersal habitats en masse during summer, when hypoxic conditions peak. We explored the influence of hypoxia on juvenile Red Snapper by examining habitat suitability during years with low (areal extent, <10,000 km2), moderate (10,000–19,999 km2), and severe (?20,000 km2) hypoxia through retrospective analyses of groundfish data from the Southeast Area Monitoring and Assessment Program. Significant interannual variability in the strength of juvenile recruitment was evident, and in general the weakest recruitment was observed during years of severe hypoxia. The relative abundance of juveniles in shallow (9–46 m) waters off central Louisiana was significantly reduced during years of severe hypoxia; this reduction was generally accompanied by an increase in relative abundance of Red Snapper longitudinally and in deeper waters. Patterns of habitat use during summer months varied in relation to hypoxia severity, with individuals occupying sites that were deeper, colder, and of higher salinity during years of severe hypoxia. Red Snapper also exhibited ontogenetic habitat shifts into deeper, cooler, and higher-salinity waters as fish size increased. In general, Red Snapper populations appear resilient to the broad-scale effects of severe hypoxia, although more localized effects may be in force but not evident because of the many factors affecting survival. Received June 19, 2014; accepted October 6, 2014",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=101869001&site=ehost-live
Historical population demography of red snapper ( Lutjanus campechanus) from the northern Gulf of Mexico based on analysis of sequences of mitochondrial DNA.,"Pruett, Christin L.; Saillant, Eric; Gold, John R.",Marine Biology,00253162,,Jul2005,147,3,593,10,17551238,10.1007/s00227-005-1615-8,Springer Science & Business Media B.V.,Article,Habitat (Ecology); Earth sciences; Hydrography; Research and Development in the Social Sciences and Humanities; DNA; Social sciences; Social status,,"We evaluated stock structure and demographic (population) history of red snapper ( Lutjanus campechanus) in the northern Gulf of Mexico (Gulf) via analysis of mitochondrial (mt)DNA sequences from 360 individuals sampled from four cohorts (year classes) at three localities across the northern Gulf. Exact tests of genetic homogeneity and analysis of molecular variance both among cohorts within localities and among localities were non-significant. Nested clade analysis provided evidence of different temporal episodes of both range expansion and restricted gene flow due to isolation by distance. A mismatch distribution of pairwise differences among mtDNA haplotypes and a maximum-likelihood coalescence analysis indicated a population expansion phase that dated to the Pleistocene and probably represents (re)colonization of the continental shelf following glacial retreat. The spatial distribution of red snapper in the northern Gulf appears to have a complex history that likely reflects glacial advance/retreat, habitat availability and suitability, and hydrology. Habitat availability/suitability and hydrology may partially restrict gene flow among present-day red snapper in the northern Gulf and give rise to a metapopulation structure with variable demographic connectivity. This type of population structure may be difficult to detect with commonly used, selectively neutral genetic markers.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=17551238&site=ehost-live
Home range and movement patterns of red snapper (Lutjanus campechanus) on artificial reefs,"Topping, Darin T.; Szedlmayer, Stephen T.",Fisheries Research,01657836,,Dec2011,112,2-Jan,77,8,66661322,10.1016/j.fishres.2011.08.013,Elsevier Science,Article,"Home range (Animal geography); Artificial reefs; Artificial habitats; Monitoring of fishes; Mexico, Gulf of; Lutjanus campechanus; Underwater acoustic telemetry; Circadian rhythms",Acoustic telemetry; Red snapper; Reef fish; Residence; Ultrasonic tracking,"Abstract: Red snapper (Lutjanus campechanus) are associated with artificial habitats in the Gulf of Mexico (GOM). However, fine-scale movements and use of artificial reefs by red snapper over diel periods is unclear. Both manual and passive telemetry were used to examine fine-scale movement patterns and residence time of red snapper around artificial habitats to evaluate the importance of these structures to this species. Red snapper (550–745mm TL; n =12) were manually tracked at artificial reefs in the northeastern GOM over 24-h periods. Fish stayed near the artificial reefs (<100m, with 75% of locations within 30m of the structure), but were significantly further from the reefs at night (mean=27.5m, SD=7.1) than day (mean=19.1m, SD=8.2). Based on manual tracking, home range and mean distance from the reef increased with fish size. These fish also showed long term residence of 332–958d based on passive acoustic monitoring. The close proximity of these fish to the reef over 24-h periods and the long-term residency provides evidence that these artificial reefs are important habitat for red snapper and should be considered an effective management tool.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=66661322&site=ehost-live
Implications of reef fish movement from unreported artificial reef sites in the northern Gulf of Mexico.,"Addis, Dustin T.; Patterson, William F.; Dance, Michael A.; Ingram, G. Walter",Fisheries Research,01657836,,Oct2013,147,,349,10,90103107,10.1016/j.fishres.2013.07.011,Elsevier Science,Article,"Reef fishes; Fisheries; Fish habitat improvement; Artificial reefs; Florida; Mexico, Gulf of; Finfish Farming and Fish Hatcheries; Salt water fishing; Saltwater fishing; Reef fishing",Gulf of Mexico; Tagging,"Abstract: Artificial reefs were deployed in the northeastern Gulf of Mexico (GOM) by the state of Florida's marine fisheries agency but not reported to the public in an attempt to create no-harvest refuges for exploited fishes. As part of a broader examination of the efficacy of this approach, a tagging study was conducted at a subset (n =9) of these unreported artificial reefs to examine the likelihood that reef fishes would remain associated with them and to test factors affecting species-specific movement. Quarterly tagging trips (n =12) were made between March 2005 and December 2007 during which 3109 fish among 12 species were tagged with internal anchor tags. Red snapper (Lutjanus campechanus, n =2114), gray triggerfish (Balistes capriscus, n =267), and groupers (Family: Serranidae, n =148), were among the most frequently tagged fishes. Eighty-six fish were recaptured on subsequent tagging trips and fishermen reported 249 recaptures caught away from study sites. Mean (SD) distance moved among recaptures with reported recapture location was 37.1 (6.6) km for red snapper (n =173), 8.8 (3.1)km for gray triggerfish (n =47), and 25.2 (14.9)km for groupers (n =26). During the study, a hurricane passed over the study area, thus adding an unplanned factor to movement analyses. Fish size, reef depth, time free, and hurricane exposure significantly affected the likelihood of red snapper movement (p <0.020), but only fish size significantly affected distance moved (p =0.036). No factors significantly affected gray triggerfish movement, and low sample size precluded statistical tests of grouper movement. Overall, results indicate that large scale (>100km) red snapper movement was not dependent on hurricane occurrence, while gray triggerfish displayed mostly limited (<10km) movement irrespective of factors tested. The scale of movement observed suggests the efficacy of unreported artificial reefs to serve as no-harvest refuges is doubtful, especially when regional fishing mortality is high. Marine protected areas may be an effective alternative approach to facilitate the recovery of overfished stocks, but would need to be expansive to account for reef fish movement.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=90103107&site=ehost-live
"Imprudent fishing harvests and consequent trophic cascades on the West Florida shelf over the last half century: A harbinger of increased human deaths from paralytic shellfish poisoning along the southeastern United States, in response to oligotrophication?","Walsh, J.J.; Tomas, C.R.; Steidinger, K.A.; Lenes, J.M.; Chen, F.R.; Weisberg, R.H.; Zheng, L.; Landsberg, J.H.; Vargo, G.A.; Heil, C.A.",Continental Shelf Research,02784343,,Jun2011,31,9,891,21,60521925,10.1016/j.csr.2011.02.007,Elsevier Science,Article,Overfishing; Trophic cascades; Paralytic shellfish poisoning; Marine ecology; Phytoplankton; West Florida; United States; Death -- Causes; Piscivores,Harmful algal blooms,"Abstract: Within the context of ubiquitous overfishing of piscivores, recent consequent increments of jellyfish and clupeids have occurred at the zooplanktivore trophic level in the eastern Gulf of Mexico (GOM), after overfishing of one of their predators, i.e. red snapper. Initiation of a local trophic cascade thence led to declines of herbivore stocks, documented here on the West Florida shelf. These exacerbating world-wide trophic cascades have resulted in larger harmful algal blooms (HABs), already present at the base of most coastal food webs. Impacts on human health have thus far been minimal within nutrient-rich coastal regions. To provide a setting for past morbidities, consideration is given to chronologies of other trophic cascades within eutrophic, cold water marine ecosystems of the Scotian Sea, in the Gulf of Alaska, off Southwest Africa, within the Barents, White, and Black Seas, in the Gulf of Maine, and finally in the North Sea. Next, comparison is now made here of recent ten-fold increments within Florida waters of both relatively benign and saxitoxic HABs, some of which are fatal to humans. These events are placed in a perspective of other warm shelf systems of the South China and Caribbean Seas to assess prior and possible future poison toxicities of oligotrophic coastal habitats. Past wide-spread kills of fishes and sea urchins over the Caribbean Sea and the downstream GOM are examined in relation to the potential transmission of dinoflagellate saxitoxin and other epizootic poison vectors by western boundary currents over larger “commons” than local embayments. Furthermore, since some HABs produce more potent saxitoxins upon nutrient depletion, recent decisions to ban seasonal fertilizer applications to Florida lawns may have unintended consequences. In the future, human-killing phytoplankton, rather than relatively benign fish-killing HABs of the past, may be dispersed along the southeastern United States seaboard.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=60521925&site=ehost-live
Individual-based modeling of an artificial reef fish community: Effects of habitat quantity and degree of refuge,"Campbell, Matthew D.; Rose, Kenneth; Boswell, Kevin; Cowan, James",Ecological Modelling,03043800,,Dec2011,222,23/24,3895,15,67625645,10.1016/j.ecolmodel.2011.10.009,Elsevier B.V.,Article,"Population dynamics; Fish communities; Ecology methodology; Artificial reefs; Micropogonias; Bluefish; Mexico, Gulf of; Finfish Fishing; Salt water fishing; Multiagent systems; Statistical measurement; Lutjanus campechanus",Bioenergetics; Competition; IBM; Movement; Predation prey halos; Red snapper,"Artificial reefs are often deployed as fishery management tools, and yet there is substantial lack of understanding and agreement on how reefs affect fish population and community dynamics. We developed and applied a multi-species, individual-based model to examine the long-term effects of increasing number of reefs on fish weight, abundance, and biomass. The model simulated the population dynamics of three fish species for 50 years on a 2-dimensional spatial grid. Growth, mortality, and movement were computed each hour for individuals of red snapper (Lutjanus campechanus), a croaker-like species (Micropogonias chromis), and a pinfish-like species (Lagodon rhomboides). We also included individuals of two other species (bluefish –Pomatomus saltatrix and a generic jack-like species), but only simulated their hourly movement and their effects on prey and predation of the focal species. The densities of five prey groups were simulated independently in each cell. Our results showed that increasing the number of reefs generally produced higher biomass, but at the cost of slower growth, and smaller individuals. Abundance was higher under fixed-AR recruitment and maximum refuge treatments. In all treatments there were diminishing returns on abundance and biomass with increasing number of artificial reefs. Experiment 2 showed that model results based on regularly spaced reefs were consistent with a real layout of reefs currently being sampled in the northern Gulf of Mexico. Management strategies for determining the habitat-value of reefs in the Gulf of Mexico should consider the number of reefs and the local spatial layout of the reefs to ensure they are optimally arranged. Field experiments performed should assist in resolving how fish recruit to artificial reefs and help determine their roles as fish refuges.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=67625645&site=ehost-live
IT'S A REEL WHOPPER.,"Swift, E. M.",Sports Illustrated,0038822X,,6/28/2004,100,26,34,3,13535919,,Time Inc.,Article,"MISSISSIPPI; UNITED States; TOURNAMENT fishing; COASTS -- Mississippi; WILLIAMS, Tommy; FISHERS; FISHES",,"This article discusses the annual Deep Sea Fishing Rodeo held each year in the Gulfport of Mississippi. Nearby, behind a metal barrier, sweat-soaked men, blood on their aprons, wielded fillet knives against a mountain of fish. At the center of it all, under the roof of Gulfport's Bob Rice Pavilion, wide-eyed children and grinning adults formed a serpentine line in front of a 70-foot-long bin of ice that displayed all manner of sea creatures, visual testimony to the diversity found in the waters in and around Mississippi's Gulf Coast. At stake? Bragging rights and some $50,000 in cash and prizes, with a special award given for the most unusual fish. In 2003 that went to Tommy Williams of Roswell, Ga., who while fishing for red snapper out by the oil rigs caught a rare and surpassingly ugly creature called Ruvettus pretiosus, or oil fish. The origins of the rodeo date to World War II, when Gulfport charter boat captains, lacking clients, were enlisted by the Coast Guard to help patrol the Mississippi Sound and the Gulf of Mexico for German submarines, which lay offshore preying on merchant ships leaving New Orleans. Mississippi's Gulf Coast, with its diverse habitat, is home to a wide variety of species, from deepwater game fish like dolphin, king mackerel and cobia, to coastal feeders like redfish, flounder, tarpon and black drum that thrive in the brackish water near the mouths of the Biloxi and Pascagoula rivers.",http://search.ebscohost.com/login.aspx?direct=true&db=mih&AN=13535919&site=ehost-live
Long-Term Residence of Red Snapper on Artificial Reefs in the Northeastern Gulf of Mexico.,"Szedlmayer, Stephen T.; Schroepfer, Rebecca L.",Transactions of the American Fisheries Society,00028487,,Mar2005,134,2,315,11,54470981,10.1577/T04-070.1,Taylor & Francis Ltd,Article,,,"Red snapper ( N = 54) were tagged and tracked on 12 artificial reefs in the northeastern Gulf of Mexico. Fish were surgically implanted with ultrasonic transmitters and monitored with Vemco remote receivers and Sonotronics surface receivers from August 2000 to July 2004. Four fish were manually tracked from the surface overnight, and their positions were recorded every hour for either 9 or 16 h. The total length of fish tagged was 589 ± 14 mm (mean ± SE). The number of detections by the remote receivers was 290,340 ± 44,696. By the end of this study, 5 fish were still being tracked, 8 fish had been lost immediately after tagging, 15 fish had been caught by fishers, and 26 fish had been lost after extended tracking. Red snapper were resident on artificial reefs for 218 ± 28 d, and residence time ranged from 1 to 595 d. We estimated that most (67%) of the tagged red snapper showed long-term residence (117-595 d), 13% were resident for 8-91 d, and 20% left the tagging site soon after release (<4 d). Fish were resident on the same artificial reef over all seasons (winter, spring, summer, and fall), and no seasonal changes in proximity to the reef were detected. Red snapper left the receiver range (1.6 km) for short time periods; for example, fish 25 left the reef 285 times for 1-4 h over a 335-d period. However, all fish spent most of their time (98%) within the receiver range. We detected diel changes in proximity to the reefs ( N = 8), but patterns varied. In this study, red snapper showed high site fidelity over long time periods, which suggested that artificial reefs provided suitable habitat for red snapper in the northeastern Gulf of Mexico.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=54470981&site=ehost-live
Modeling the spatial distribution of commercially important reef fishes on the West Florida Shelf.,"Saul, S.E.; Walter, J.F.; Die, D.J.; Naar, D.F.; Donahue, B.T.",Fisheries Research,01657836,,Jun2013,143,,12,9,89216104,10.1016/j.fishres.2013.01.002,Elsevier Science,Article,Reef fishes; Fisheries; Fish communities; Red grouper; West Florida; Finfish Farming and Fish Hatcheries; Marketing Research and Public Opinion Polling; Sampling (Statistics),CPUE; Grouper; Snapper; Spatial autocorrelation; Variogram,"Abstract: Understanding the spatial distribution of a species is an important precondition to successfully managing marine populations. For reef fishes, this is of particular importance due to the patchy nature of reef communities. This study estimated the spatial distribution of five reef fish species on the West Florida Shelf: gag grouper (Mycteroperca microlepis), mutton snapper (Lutjanus analis), red grouper (Epinephelus morio), red snapper (Lutjanus campechanus), and vermilion snapper (Rhomboplites aurorubens). Estimation was done by combining large-scale fishery-dependent catch per unit of fishing effort with small scale fishery-independent video survey observation. Catch per unit of fishing effort was obtained from vessel logbook data while video observations of reef fish presence–absence and relative abundance were made by stratified random sampling on known reef and hard-bottom habitat in the Gulf of Mexico. Relative abundance estimates showed different abundance patterns for the five species depending on depth and geographical area. Variogram modeling suggested that gag grouper, mutton snapper, and red grouper were spatially autocorrelated on reef or hard-bottom habitats at short ranges of between 0.87 and 0.95km, while red and vermilion snapper were found to be randomly distributed. Range estimates for gag grouper, mutton snapper and red grouper were supported by variograms of depth soundings in the Gulf which produced range estimates of between 1.56 and 6.34km. Combining the relative estimates of abundance from catch per unit of effort with the spatial autocorrelation parameters from video surveys allowed us to provide stochastic fish abundance estimates at scales of about 2km2.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=89216104&site=ehost-live
Proximity Effects of Larger Resident Fishes on Recruitment of Age-0 Red Snapper in the Northern Gulf of Mexico.,"Mudrak, Peter A.; Szedlmayer, Stephen T.",Transactions of the American Fisheries Society,00028487,,Mar2012,141,2,487,8,74602941,10.1080/00028487.2012.667045,Taylor & Francis Ltd,Article,"Artificial reefs; Fish habitat improvement; Fisheries; Fishes; Mexico, Gulf of; Finfish Farming and Fish Hatcheries",,"Small artificial reefs (1.2 × 1.02 × 1.1 m) were placed near to (15 m; n = 20) and distant from (500 m; n = 20) larger artificial reefs (1.2 × 2.4 × 2.4 m; n = 20) in July 2008 and 2009, and each set of reefs (two small and one large) was placed 1.7 km apart at a site 28 km south of Dauphin Island, Alabama, in the northern Gulf of Mexico. Divers used visual surveys to identify and count all fish present on the small reefs and estimated fish lengths in 25-mm categories during August 2008, August 2009, and September 2009. Significantly higher numbers of age-0 red snapper Lutjanus campechanus were detected on the small distant reefs (500 m) than on the small nearby (15 m) reefs in all surveys. In addition, significantly higher densities of rock sea bass Centropristis philadelphica and pygmy filefish Stephanolepis setifer were observed on the small distant reefs compared with the small nearby reefs in both August and September 2009. Mean species richness was significantly higher on the small distant reefs than on the small nearby reefs in August 2009. Differences in reef fish community structure were detected in all three surveys by using nonmetric multidimensional scaling based on Czekanowski's similarity coefficient. This study indicates that if artificial reefs are built to provide habitat for juvenile red snapper, they should not be placed in areas immediately adjacent to existing adult habitat; conversely, habitats intended for adult fish should not be placed near important red snapper nursery areas. Received May 6, 2011; accepted September 10, 2011",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=74602941&site=ehost-live
Red Snapper Larval Transport in the Northern Gulf of Mexico.,"Johnson, Donald R.; Perry, Harriet M.; Lyczkowski-Shultz, Joanne; Hanisko, David",Transactions of the American Fisheries Society,00028487,,May2009,138,3,458,13,54471917,10.1577/T08-008.1,Taylor & Francis Ltd,Article,,,"This study examines the advection of red snapper larvae in the northern Gulf of Mexico. The potential for repopulating the eastern Gulf stock through larval transport from the more populous western stock is addressed. Transport pathways across topographic features that inhibit alongshelf flow (e.g., the Mississippi River delta, DeSoto Canyon, and the Apalachicola peninsula) and interregional larval transport are considered. An advective field of currents is developed from a large database of drifter and moored currents, augmented by an operational model to fill gaps. The starting points for larval transport are the locations and day of the year of larval captures from the Southeast Area Monitoring and Assessment Program ichthyoplankton surveys. Because the field of currents is derived from near-surface observations and the depth distribution of larvae is uncertain, findings are expressed in terms of maximal transport pathways. Transport pathways were principally vectored toward the west during September, October, and May under the influence of relatively strong climatological westward wind stress. Eastward pathways occurred in June, July, and August under the influence of weaker shoreward wind stress. Westward transport pathways past the Mississippi delta were found near the delta, whereas eastward transport pathways were found in deeper waters beyond the continental shelf break, away from typical juvenile settlement habitat. Water movement from east to west across the Apalachicola peninsula occurred in the fall, suggesting the potential for genetic exchange from the eastern to the western Gulf. Eastward water movement across the Apalachicola peninsula occurred in July, but only along the outer shelf.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=54471917&site=ehost-live
Red snapper management in the Gulf of Mexico: science- or faith-based?,"Cowan Jr., J. H.; Grimes, C. B.; Patterson III, W. F.; Walters, C. J.; Jones, A. C.; Lindberg, W. J.; Sheehy, D. J.; Pine III, W. E.; Powers, J. E.; Campbell, M. D.; Lindeman, K. C.; Diamond, S. L.; Hilborn, R.; Gibson, H. T.; Rose, K. A.",Reviews in Fish Biology & Fisheries,09603166,,Jun2011,21,2,187,18,60590860,10.1007/s11160-010-9165-7,Springer Science & Business Media B.V.,Article,Lutjanus; Aquatic resource management; Fishery management; Fish habitat improvement; Artificial reefs; Fishery depredation; Overfishing; Mexico; Finfish Farming and Fish Hatcheries; Lutjanus campechanus,Faith-based fisheries; Historical perspective; Red snapper,"The most controversial fishery in U.S. waters of the Gulf of Mexico (Gulf) is for northern red snapper Lutjanus campechanus, which collapsed in the late 1980s when stock biomass became too low to be fished commercially in the eastern Gulf. Red snapper management began in 1989; the stock is now showing signs of recovery. The Gulf of Mexico Fishery Management Council has been slow to sufficiently reduce catches of the directed fisheries to rebuild the stock in a timely fashion, although compliance with the Magnuson-Stevens Reauthorization Act of 2006 (MSRA) required substantial cuts in the harvest of red snapper beginning in 2007. In our opinion, this could have been avoided if conservative management practices had been adopted earlier. We believe that 'faith-based fisheries' arguments have been used to defer effective management of red snapper in the Gulf, which in turn has strained the relationship between science, management, and stakeholders there. We provide a simple empirical argument and alternate interpretations of a recently published perspective on the historical fishery of red snapper in the Gulf to conclude that the preponderance of evidence used in the agency stock assessment process, and the simple arguments made here, do not support the perspective that the red snapper stock has increased in size sufficiently to defer compliance with the MSRA.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=60590860&site=ehost-live
Regional differences in the age and growth of red snapper (Lutjanus campechanus) in the U.S. Gulf of Mexico.,"Saari, Courtney R.; Cowan Jr., James H.; Boswell, Kevin M.",Fishery Bulletin,00900656,,Oct2014,112,4,261,13,98884855,10.7755/FB.112.4.3,National Oceanic & Atmospheric Administration,Article,"LUTJANUS campechanus; FISH age; FISH physiology; FISH stocking; MEXICO, Gulf of; MISSISSIPPI River; Finfish Farming and Fish Hatcheries",,"In the U.S. Gulf of Mexico (GOM), red snapper (Lutjanus campechanus) are managed as a unit stock, although the stock is assessed as subunits east and west of the Mississippi River. Differences were examined between management subunits by comparison of the size and age structure and growth rates of red snapper among recreational catches from 6 regions of the GOM: South Texas, North Texas, Louisiana, Alabama, Northwest Florida, and Central Florida. In all of these regions, red snapper sampled in 2009 and 2010 were small and predominantly from age classes that represented the strong recruitment for the year classes of 2004–06. As such, our data indicate a highly truncated age structure with few fish older than 6 years. Demographic differences in size, age, and growth parameters were found. Small (?550 mm in total length), fast-growing individuals dominated the catches in South Texas and the regions of Florida, whereas larger, slower-growing fish represented the majority of catches in Alabama and Louisiana. The potential mechanisms affecting observed demographic variation include environmental differences, fishing pressure, habitat preference, and management regimes; however, no definitive conclusion about cause and effect can be made. The combination of demographic differences between regions and consistent occurrence of the strong year classes GOM-wide supports recent conclusions that red snapper form a metapopulation of semi-isolated assemblages in the GOM.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=98884855&site=ehost-live
"Regional variation in mercury and stable isotopes of red snapper ( Lutjanus campechanus) in the northern gulf of Mexico, USA.","Zapp Sluis, Michelle; Boswell, Kevin M.; Chumchal, Matthew M.; Wells, R.J. David; Soulen, Brianne; Cowan, James H.",Environmental Toxicology & Chemistry,07307268,,Feb2013,32,2,434,8,84935364,10.1002/etc.2077,Wiley-Blackwell,Article,"Mexico, Gulf of; Stable isotopes; Mercury isotopes; Lutjanus campechanus; Marine ecology -- Mexico, Gulf of",Gulf of Mexico; Mercury; Red snapper; Stable isotope,"The presence of total mercury (Hg) in fish tissue and the potential associated health risks has become a global concern in marine ecosystems. Few studies have examined basin-scale variation in Hg accumulation in marine ecosystems, and determining if Hg concentrations in fish tissue vary across marine ecosystems is a key monitoring question. The present study evaluated Hg concentrations in red snapper ( Lutjanus campechanus) tissue across three regions of the northern Gulf of Mexico (Alabama, Louisiana, and Texas, USA) and between two habitat types (oil and gas platforms and nonplatforms) within each region. Nitrogen (?15N), carbon (?13C), and sulfur (?34S) stable isotopes were used to investigate ecological differences that may affect Hg concentrations among regions and between habitats. Mercury concentrations in red snapper tissue were positively correlated with fish total length. Regional differences in Hg concentrations were significant, with fish collected from Alabama having the highest concentrations and fish collected from Louisiana having the lowest. No significant difference existed in Hg concentrations between habitats, suggesting that association with platforms may not be a significant factor contributing to red snapper Hg concentrations. While ?15N did not differ significantly among the three regions, Texas red snapper were more enriched in ?34S and depleted in ?13C compared with Alabama and Louisiana red snapper. Although the majority of red snapper collected in the present study had Hg concentrations below safe consumption guidelines, regional differences suggest that spatially explicit monitoring programs may be important for basin-wide assessments. Environ. Toxicol. Chem. 2013;32:434-441. © 2012 SETAC",http://search.ebscohost.com/login.aspx?direct=true&db=8gh&AN=84935364&site=ehost-live
Release mortality in the red snapper (Lutjanus campechanus) fishery: a meta-analysis of 3 decades of research.,"Campbell, Matthew D.; Driggers III, William B.; Sauls, Beverly; Walter, John F.",Fishery Bulletin,00900656,,Oct2014,112,4,283,14,98884849,10.7755/FB.112.4.5,National Oceanic & Atmospheric Administration,Article,LUTJANUS campechanus; FISH conservation; FISHERY discards; ANIMAL mortality; META-analysis,,"The value of catch-and-release fishing as a conservation measure is highly dependent upon rates of discard frequency and release mortality. Therefore, it is important to understand how estimates of these variables are affected by factors such as capture depth and water temperature. The meta-analytical approach to modeling used here for red snapper (Lutjanus campechanus) in the Gulf of Mexico provides a robust method for dealing with studyspecific differences in experimental protocols and for estimating release (discard) mortality as a function of key factors. Results of this analysis showed significant increases in mortality by depth and for the commercial sector. The most consistent result was the positive correlation between depth and estimates of release mortality, a relationship that was present regardless of study method, fishing sector, hook type used, or season of study. The effect of venting (deflating the swim bladder by puncture) was dependent on whether the study produced estimates of immediate or delayed mortality. Immediate estimates indicated that mortality rates are lowered by venting whereas delayed estimates indicated that venting increased mortality rates. This result is largely reflective of the use of submergence ability, from surface-release studies, as a proxy for mortality. The model's interaction result indicates that recompression of fish may be a viable alternative to venting and that, if a recompression device is not available, venting at least improves the likelihood that a fish can submerge and return to protective habitat. The depth-based functional relationships developed in this model were used in the most recent red snapper stock assessment in 2012, and that use was a change from previous assessments where region-specific point estimates were used.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=98884849&site=ehost-live
Seasonal and sex differences in energy reserves of red snapper Lutjanus campechanus on natural and artificial reefs in the northwestern Gulf of Mexico.,"Schwartzkopf, Brittany; Cowan, James",Fisheries Science,09199268,,Jan2017,83,1,13,10,120599896,10.1007/s12562-016-1037-1,Springer Science & Business Media B.V.,Article,"Habitat (Ecology); Sex differences (Biology); Lutjanus campechanus; Artificial reefs -- Mexico, Gulf of; Fish reproduction",Caloric density; Condition; Habitat quality; Liver-somatic index; Temporal energy changes,"To evaluate the energetic condition of red snapper inhabiting natural and artificial reefs in the Gulf of Mexico, the liver-somatic index (LSI) and muscle tissue caloric density (CD) were measured for fish collected between September 2011 and October 2013. Liver energy reserves were highest in spring and decreased during summer, with greater LSI values at natural reefs in spring. While female red snapper LSI was greater than males at the natural reefs, indicating a larger energetic investment for spawning, it did not differ between males and females at the artificial reefs. Females at natural reefs have the ability to invest more energy in reproduction than females at artificial reefs, which is reflected in larger female LSI values at the natural reefs. Caloric density was highest in winter and decreased through fall at the natural reefs, with the opposite trend observed at artificial reefs. Muscle energy reserves are likely utilized for gonad development, while stored liver energy is utilized during and after spawning. Female red snapper at natural reefs can exhibit greater energy reserves, and thus a higher energetic condition than females at artificial reefs. Recognizing that energetic condition differs between habitats could enhance future red snapper stock assessments.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=120599896&site=ehost-live
"Site fidelity, residence time and movements of red snapper Lutjanus campechanus estimated with long-term acoustic monitoring.","Topping, Darin T.; Szedlmayer, Stephen T.",Marine Ecology Progress Series,01718630,,9/15/2011,437,,183,18,67182506,10.3354/meps09293,Inter-Research Science Publishing,Article,"Lutjanidae; Artificial reefs; Fish habitat improvement; Mexico, Gulf of; Lutjanus campechanus; Underwater acoustic telemetry",Acoustic telemetry; Red snapper; Seasonal movements; Site fidelity,"The article discusses a study which estimated red snapper Lutjanus campechanus' site fidelity, residence time and movements using long-term acoustic telemetry. The study focused on Lutjanus campechanus in one natural reef and five artificial reefs in the northeastern Gulf of Mexico. Each reef site had an array of five receivers, which were used to estimate fishing mortality, natural mortality and emigration. Seasonal and directed movements to other sites were observed in some fish. The estimated site fidelity and residence times in the study were found to be greater than any previous study and is said to indicate the importance of artificial reefs for red snappers.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=67182506&site=ehost-live
