DECSLAT,DECSLON,year,month,day,CPUE
26.35,-96.51,2002,6,17,0.09090909090909091
26.31,-96.55,2002,6,17,0
26.18,-96.41,2002,6,18,0
26.08,-96.57,2002,6,18,0.037037037037037035
26.1,-96.62,2002,6,18,0.05454545454545454
26.12,-96.67,2002,6,18,0.043478260869565216
26.11,-97.05,2002,6,18,0.07692307692307693
26.07,-97.1,2002,6,18,1.1764705882352942
26.05,-97.06,2002,6,18,0.10344827586206896
26.05,-97.13,2002,6,19,0.07142857142857142
26.17,-97.01,2002,6,19,0
26.32,-97.04,2002,6,19,0.25
26.4,-97.04,2002,6,19,0
26.5,-97.03,2002,6,19,0
26.63,-97.14,2002,6,19,0
26.74,-97.06,2002,6,19,0
26.84,-97.08,2002,6,19,0
26.94,-97.19,2002,6,19,0
26.86,-97.34,2002,6,19,0.2
26.65,-97.29,2002,6,20,0.2
26.75,-97.27,2002,6,20,0.9259259259259259
26.83,-96.87,2002,6,20,0.03636363636363636
26.84,-96.83,2002,6,20,0
26.79,-96.7,2002,6,20,0
26.9,-96.65,2002,6,20,0
26.9,-96.7,2002,6,20,0
27.13,-96.94,2002,6,20,0.06
27.03,-97.05,2002,6,21,0
27.03,-97.07,2002,6,21,0
26.95,-97.1,2002,6,21,0
27.06,-97.36,2002,6,21,0
27.19,-97.27,2002,6,21,0
27.25,-97.3,2002,6,21,0.26666666666666666
27.11,-97.33,2002,6,21,0.2916666666666667
27.24,-97.12,2002,6,21,0
27.44,-97.27,2002,6,21,0
27.67,-97.12,2002,6,21,0
27.44,-97.21,2002,6,22,0.1
27.44,-97.1,2002,6,22,0
27.3,-96.98,2002,6,22,0.27906976744186046
27.32,-96.72,2002,6,22,0
27.31,-96.67,2002,6,22,0
27.61,-96.73,2002,6,22,0
27.66,-96.62,2002,6,22,0
27.64,-96.58,2002,6,22,0
27.67,-96.41,2002,6,22,0.01818181818181818
27.64,-96.38,2002,6,22,0
27.57,-96.19,2002,6,23,0.01818181818181818
27.6,-96.22,2002,6,23,0.029411764705882353
27.63,-96.31,2002,6,23,0.0392156862745098
27.62,-96.66,2002,6,23,0
27.8,-96.68,2002,6,23,0.16
27.86,-96.69,2002,6,23,0.03225806451612903
27.99,-96.4,2002,6,23,0
28.01,-96.51,2002,6,23,0.03125
27.95,-96.73,2002,6,23,0
27.94,-96.93,2002,6,24,0
28.19,-96.64,2002,6,24,0
28.07,-96.31,2002,6,24,0
28.11,-96.27,2002,6,24,0
28.35,-96.33,2002,6,24,0
28.13,-96.17,2002,6,24,0.034482758620689655
28.1,-95.82,2002,6,24,0.18181818181818182
28.06,-95.78,2002,6,24,0.13636363636363635
28.05,-95.77,2002,6,24,0.07272727272727272
28,-95.76,2002,6,24,0.05454545454545454
27.96,-95.74,2002,6,25,0.02631578947368421
27.72,-95.72,2002,6,25,0.14285714285714285
27.79,-95.56,2002,6,25,0
28,-95.28,2002,6,25,0
28.13,-95.08,2002,6,25,0.01818181818181818
28.08,-95.07,2002,6,25,0
27.93,-95.14,2002,6,25,0
27.89,-95.38,2002,6,25,0
28.03,-95.41,2002,6,26,0.10909090909090909
28.07,-95.43,2002,6,26,0.017857142857142856
28.11,-95.45,2002,6,26,0.04081632653061224
28.14,-95.52,2002,6,26,0.03571428571428571
28.23,-95.88,2002,6,26,1.0625
28.73,-95.57,2002,6,26,0
28.62,-95.71,2002,6,26,0
28.55,-95.79,2002,6,26,0
28.53,-95.96,2002,6,27,0
28.62,-95.62,2002,6,27,0
28.59,-95.62,2002,6,27,0
28.83,-95.25,2002,6,27,0
28.91,-95.1,2002,6,27,0
28.81,-95.1,2002,6,27,0
28.77,-95.07,2002,6,27,0.030303030303030304
28.7,-95.26,2002,6,27,0.03773584905660377
28.67,-95.23,2002,6,27,0
28.6,-95.25,2002,6,27,0
28.52,-94.95,2002,6,28,0.22857142857142856
28.6,-94.72,2002,6,28,0.7073170731707317
28.77,-94.67,2002,6,28,0.24
28.61,-94.4,2002,6,28,0.3333333333333333
28.57,-94.53,2002,6,28,0.7090909090909091
28.38,-95,2002,6,28,1.290909090909091
28.34,-95.03,2002,6,28,0.5454545454545454
28.04,-94.79,2002,6,29,0.22448979591836735
28.03,-94.47,2002,6,29,0.18181818181818182
27.99,-94.45,2002,6,29,0.09090909090909091
27.96,-94.54,2002,6,29,0.04
27.96,-94.54,2002,6,29,0.16
27.93,-94.19,2002,6,29,0
27.9,-94.22,2002,6,29,0
28.02,-94.17,2002,6,29,0.01818181818181818
28.48,-94.18,2002,6,30,0.36363636363636365
28.52,-94.2,2002,6,30,0.05405405405405406
28.54,-94.19,2002,6,30,1.2553191489361701
28.82,-94.05,2002,6,30,0.019230769230769232
28.72,-93.89,2002,6,30,0
28.72,-93.61,2002,6,30,0
28.78,-93.26,2002,6,30,0
28.6,-92.95,2002,6,30,0.15384615384615385
28.68,-93.35,2002,7,1,0.15789473684210525
28.65,-93.45,2002,7,1,0.4642857142857143
28.65,-93.45,2002,7,1,0.10714285714285714
28.53,-93.46,2002,7,1,0.14545454545454545
28.49,-93.44,2002,7,1,0.08823529411764706
28.59,-93.44,2002,7,1,0.11627906976744186
28.71,-93.52,2002,7,1,0.6071428571428571
28.71,-93.52,2002,7,1,0.07142857142857142
28.98,-93.56,2002,7,1,0
29.16,-93.4,2002,7,1,0.09375
29.16,-93.4,2002,7,1,0.40625
29.21,-93.54,2002,7,1,0
29.4,-93.95,2002,7,1,0
28.92,-94.08,2002,7,2,0
29.2,-94.87,2002,7,3,0
29.51,-92.95,2002,7,4,0
29.47,-92.93,2002,7,4,0
29.37,-93.29,2002,7,4,0
29.18,-93.25,2002,7,4,0.018518518518518517
29.14,-93.24,2002,7,4,0.046511627906976744
29.08,-93.22,2002,7,4,0
29.21,-93.59,2002,7,5,0.07407407407407407
29.21,-93.52,2002,7,5,0
29.06,-92.69,2002,7,5,0
29.02,-92.71,2002,7,5,0.1
28.94,-92.57,2002,7,5,0
28.98,-92.54,2002,7,5,0
28.7,-92.9,2002,7,5,0.18181818181818182
28.62,-92.7,2002,7,5,0.05454545454545454
28.57,-92.7,2002,7,5,0
28.17,-93.12,2002,7,6,0
28.13,-93.12,2002,7,6,0
28.07,-93.14,2002,7,6,0
28.03,-93.14,2002,7,6,0
28.09,-92.35,2002,7,6,0
28.12,-92.34,2002,7,6,0
28.09,-92.19,2002,7,7,0
28.18,-92.24,2002,7,7,0.01818181818181818
28.22,-92.24,2002,7,7,0
28.27,-92.25,2002,7,7,0
28.6,-92.53,2002,7,7,0.06666666666666667
28.41,-92.59,2002,7,7,0
28.46,-92.6,2002,7,7,0
28.5,-92.6,2002,7,7,0.13333333333333333
28.53,-92.48,2002,7,7,0
29.25,-92.43,2002,7,8,0
29.15,-92.33,2002,7,8,0
29.16,-92.16,2002,7,8,0.04
29.03,-92.19,2002,7,8,0
28.85,-92.28,2002,7,8,0.030303030303030304
28.8,-92.17,2002,7,8,0
28.78,-92.1,2002,7,8,0.11363636363636363
28.72,-91.85,2002,7,8,0.025
28.82,-91.86,2002,7,8,0
28.95,-92.19,2002,7,9,0
29.01,-92.14,2002,7,9,0
29.06,-91.94,2002,7,9,0
29.02,-91.65,2002,7,9,0
29.01,-91.73,2002,7,9,0
28.99,-91.57,2002,7,9,0
28.89,-91.49,2002,7,9,0
28.84,-91.65,2002,7,9,0
28.85,-91.81,2002,7,9,0.022222222222222223
28.75,-89.55,2002,7,12,0.03278688524590164
28.97,-89.74,2002,7,12,0
29,-89.59,2002,7,12,0
29.09,-89.61,2002,7,12,0
29.22,-89.65,2002,7,12,0
29.08,-89.79,2002,7,12,0
29.08,-89.9,2002,7,12,0
29.08,-89.83,2002,7,13,0
28.86,-89.77,2002,7,13,0.018867924528301886
28.82,-89.74,2002,7,13,0
28.67,-89.92,2002,7,13,0
28.27,-90.21,2002,7,13,0
28.23,-90.19,2002,7,13,0
28.74,-90.01,2002,7,13,0
28.98,-90.21,2002,7,14,0
28.89,-90.39,2002,7,14,0
28.74,-90.38,2002,7,14,0
28.76,-90.33,2002,7,14,0
28.52,-90.55,2002,7,14,0
28.61,-90.72,2002,7,14,0
28.48,-90.63,2002,7,14,0
28.26,-90.68,2002,7,14,0
28.2,-90.85,2002,7,15,0
28.37,-90.87,2002,7,15,0.05454545454545454
28.51,-91.01,2002,7,15,0
28.76,-91.03,2002,7,15,0
28.85,-90.86,2002,7,15,0
28.51,-90.83,2002,7,15,0
28.51,-91.15,2002,7,15,0
28.4,-91.3,2002,7,15,0
28.35,-91.31,2002,7,15,0
28.27,-91.28,2002,7,15,0
28.17,-91.22,2002,7,16,0
28.48,-91.12,2002,7,16,0
28.56,-91.18,2002,7,16,0.08333333333333333
28.61,-91.14,2002,7,16,0
28.54,-91.39,2002,7,16,0
28.03,-92.06,2002,7,16,0
28.21,-92.03,2002,7,16,0
28.34,-92.06,2002,7,16,0
28.36,-92.19,2002,7,17,0
28.46,-92.05,2002,7,17,0.2909090909090909
28.75,-91.97,2002,7,17,0.30434782608695654
28.73,-91.98,2002,7,17,0.3
28.53,-91.99,2002,7,17,0.03333333333333333
29.04,-90.03,1988,7,11,0
29.17,-89.85,1988,7,11,0
29.17,-89.85,1988,7,11,0
29.04,-90.02,1988,7,12,0
29.07,-89.77,1988,7,12,0
29.14,-89.64,1988,7,12,0.3
28.61,-90.44,1988,7,12,0
28.54,-90.54,1988,7,13,0
28.63,-90.58,1988,7,13,0
28.86,-90.88,1988,7,13,0
28.87,-90.88,1988,7,13,0
28.61,-90.58,1988,7,13,0
28.62,-90.43,1988,7,13,0
28.55,-90.53,1988,7,13,0
28.45,-90.93,1988,7,13,0.05263157894736842
28.47,-90.93,1988,7,13,0
28.48,-91.02,1988,7,13,0
28.57,-91.14,1988,7,14,0
28.81,-91.25,1988,7,14,0
28.8,-91.25,1988,7,14,0
28.56,-91.13,1988,7,14,0
28.47,-91.02,1988,7,14,0
30.04,-88.48,1988,6,11,0
30,-88.35,1988,6,11,0
29.91,-88.57,1988,6,11,0.01694915254237288
29.92,-88.73,1988,6,11,0
29.73,-88.73,1988,6,11,0
29.75,-88.57,1988,6,11,0
29.65,-88.84,1988,6,12,0
29.71,-88.77,1988,6,12,0
29.68,-88.59,1988,6,12,0
29.61,-88.5,1988,6,12,0
29.64,-88.57,1988,6,12,0
29.68,-88.57,1988,6,12,0
29.88,-88.16,1988,6,13,0
29.96,-88.04,1988,6,13,1.6666666666666667
30.14,-88.47,1988,6,13,0
30.11,-88.84,1988,6,14,0
30.04,-88.8,1988,7,8,0
29.76,-88.64,1988,7,8,0
29.77,-88.71,1988,7,8,0
29.83,-88.74,1988,7,8,0
29.61,-88.81,1988,7,8,0
29.61,-88.78,1988,7,9,0
29.58,-88.67,1988,7,9,0
29.48,-87.71,1988,7,9,0
29.53,-87.8,1988,7,9,0
29.7,-87.52,1988,7,9,0
29.71,-87.58,1988,7,10,0
29.76,-88,1988,7,10,0
29.8,-88.23,1988,7,10,0
29.87,-88.18,1988,7,10,0
29.94,-88.05,1988,7,10,0.26666666666666666
30.06,-87.9,1988,7,10,0
30.14,-87.8,1988,7,10,0
30.2,-87.63,1988,7,10,0.09302325581395349
30.07,-87.8,1988,7,10,0.16216216216216217
30.01,-88.13,1988,7,11,0
29.98,-88.21,1988,7,11,0
30.07,-88.22,1988,7,11,0
30,-88.4,1988,7,11,0.04
30.06,-88.47,1988,7,11,0
30.19,-88.61,1988,7,11,0
28.89,-90.63,1990,7,9,0
28.9,-90.63,1990,7,9,0
28.8,-90.1,1990,7,10,0
28.76,-90.1,1990,7,10,0
29.08,-89.86,1990,7,10,0
29.01,-89.54,1990,7,10,0.5
28.98,-89.58,1990,7,10,0
29.07,-89.62,1990,7,10,0.42857142857142855
29.02,-89.61,1990,7,10,0.4
28.87,-89.86,1990,7,10,0
29.04,-89.84,1990,7,11,0
29.1,-90.03,1990,7,11,0
29.05,-90.04,1990,7,11,0
28.58,-90.5,1990,7,11,0
28.59,-90.63,1990,7,11,0.10344827586206896
28.52,-90.62,1990,7,11,0
28.52,-90.62,1990,7,11,0
28.59,-90.5,1990,7,11,0
28.59,-90.63,1990,7,12,0.6666666666666666
28.82,-91.11,1990,7,12,0
28.81,-91.35,1990,7,12,0
28.82,-91.11,1990,7,12,0
28.81,-91.35,1990,7,12,0
28.51,-90.6,1995,6,26,0
28.55,-90.72,1995,6,26,0
28.51,-90.6,1995,6,26,0
28.54,-90.78,1995,6,27,0
28.55,-90.71,1995,6,27,0
28.55,-90.77,1995,6,27,0
28.79,-91.29,1995,6,27,0
28.69,-91.35,1995,6,27,0
28.66,-91.46,1995,6,27,0.03333333333333333
28.66,-91.47,1995,6,27,0
28.7,-91.35,1995,6,27,0
28.8,-91.29,1995,6,28,0
28.93,-90.33,1995,6,28,0
28.92,-90.18,1995,6,28,0
28.91,-90.36,1995,6,28,0
28.92,-90.18,1995,6,28,0
29.18,-89.82,1995,6,29,0
29.19,-89.83,1995,6,29,0
28.91,-91.41,1997,6,29,0
28.91,-91.42,1997,6,29,0
28.73,-91.34,1997,6,29,0
28.59,-91.27,1997,6,30,0
28.64,-90.92,1997,6,30,0
28.73,-91.33,1997,6,30,0
28.59,-91.26,1997,6,30,0
28.64,-90.92,1997,6,30,0
28.51,-90.8,1997,6,30,0
28.47,-90.95,1997,6,30,0
28.5,-90.8,1997,6,30,0
28.62,-90.54,1997,7,1,0.16666666666666666
28.62,-90.44,1997,7,1,0.2857142857142857
28.73,-90.28,1997,7,1,0.06666666666666667
28.61,-90.54,1997,7,1,0
28.62,-90.44,1997,7,1,0.14285714285714285
28.72,-90.28,1997,7,1,0
28.94,-90.08,1997,7,1,0
28.94,-90.08,1997,7,1,0
29.14,-89.76,1997,7,2,0
29.11,-89.62,1997,7,2,0
29.1,-89.62,1997,7,2,0
29.14,-89.76,1997,7,2,0
29.61,-88.92,1986,6,10,0
29.38,-89.06,1986,6,10,0
29.36,-89.06,1986,6,10,0
29.09,-88.97,1986,6,11,0
29.04,-88.98,1986,6,11,0
29.19,-88.64,1986,6,11,0
29.15,-88.62,1986,6,11,0
29.28,-88.53,1986,6,11,0
29.34,-88.84,1986,6,12,0
29.46,-88.8,1986,6,12,0
29.44,-88.73,1986,6,12,0
29.53,-88.66,1986,6,12,0
29.61,-88.57,1986,6,12,0.18181818181818182
29.7,-88.5,1986,6,12,0
29.91,-88.4,1987,6,11,0.13559322033898305
29.96,-88.22,1987,6,12,0
30.03,-88.36,1987,6,12,0.2
30.13,-88.3,1987,6,12,0.07142857142857142
30.14,-88.24,1987,6,12,0
30.2,-88.15,1987,6,12,0
29.98,-88.24,1987,6,12,0
29.95,-87.85,1987,6,12,0.5333333333333333
29.69,-87.52,1987,6,12,0.2727272727272727
30.01,-87.69,1987,6,13,0
30.11,-87.65,1987,6,13,0
30.18,-87.62,1987,6,13,0
30.1,-87.6,1987,6,13,0
29.83,-87.54,1987,6,13,0
29.49,-87.66,1987,6,13,0
29.54,-87.79,1987,6,13,0
29.39,-87.79,1987,6,13,0
29.38,-87.69,1987,6,14,0
29.41,-87.57,1987,6,14,0
29.4,-87.6,1987,6,14,0
29.45,-87.66,1987,6,14,0
29.46,-87.68,1987,6,14,NaN
29.52,-87.9,1987,6,14,0
29.61,-88.56,1987,6,14,0.2
29.42,-88.8,1987,6,14,0
29.31,-88.91,1987,6,15,0
29.3,-88.89,1987,6,15,0
29.22,-88.8,1987,6,15,0
29.17,-88.79,1987,6,15,0
29.26,-88.96,1987,6,15,0
29.25,-88.51,1987,6,15,0
28.01,-94.06,1987,6,16,0
27.96,-94.23,1987,6,16,0
28.01,-94.25,1987,6,17,0
28.51,-94.25,1987,6,17,0.1
28.48,-94.21,1987,6,17,0.0967741935483871
28.45,-94.21,1987,6,17,0.018518518518518517
28.45,-94.3,1987,6,17,0.16216216216216217
28.43,-95.14,1987,6,17,0
28.65,-95.25,1987,6,17,0
28.72,-95.1,1987,6,17,0
28.75,-95.1,1987,6,18,0.18181818181818182
29.16,-94.8,1987,6,18,0
29.22,-94.57,1987,6,18,0
29.45,-94.37,1987,6,18,0
29.55,-94.22,1987,6,18,0
28.7,-94.01,1987,6,18,0.05714285714285714
28.75,-94,1987,6,18,0.14285714285714285
29.04,-94.45,1987,6,19,0.23076923076923078
28.91,-94.66,1987,6,19,1.2
28.3,-95.02,1987,6,20,0.05660377358490566
28.1,-95.02,1987,6,20,0
28.08,-94.77,1987,6,21,0
28.05,-94.82,1987,6,21,0
28.01,-94.98,1987,6,21,0
27.89,-95.16,1987,6,21,0
27.71,-95.84,1987,6,21,0
27.69,-95.89,1987,6,21,0
28.03,-95.72,1987,6,22,0.15
27.99,-95.72,1987,6,22,0.03333333333333333
27.93,-95.73,1987,6,22,0.08695652173913043
28.05,-95.31,1987,6,22,0.03333333333333333
28.11,-95.32,1987,6,22,0.05263157894736842
28.28,-95.37,1987,6,22,0.15384615384615385
28.35,-95.68,1987,6,22,0.016666666666666666
28.34,-95.62,1987,6,22,0.08333333333333333
28.58,-95.48,1987,6,22,0.06666666666666667
28.66,-95.71,1987,6,22,0
28.61,-95.85,1987,6,22,0.2727272727272727
28.54,-95.93,1987,6,23,0
28.47,-95.77,1987,6,23,0
28.27,-95.51,1987,6,23,0
28.42,-95.87,1987,6,23,0
28.47,-95.94,1987,6,23,1.1428571428571428
28.17,-95.91,1987,6,23,0
28.16,-96.05,1987,6,23,0
28.1,-96.23,1987,6,23,0
28.04,-96.24,1987,6,23,0
28.02,-96.27,1987,6,23,0
28.04,-96.3,1987,6,23,0
28.01,-96.55,1987,6,24,0
28.26,-96.45,1987,6,24,0
28.16,-96.32,1987,6,24,0
28.03,-96.4,1987,6,24,0
27.86,-96.78,1987,6,24,0.2916666666666667
27.69,-96.69,1987,6,24,0.06521739130434782
27.58,-96.8,1987,6,24,0
27.54,-96.62,1987,6,24,0
27.5,-96.57,1987,6,24,0
27.33,-96.61,1987,6,25,0.01818181818181818
27.25,-96.58,1987,6,25,0
27.21,-96.54,1987,6,25,0
27.42,-96.47,1987,6,25,0
27.4,-96.52,1987,6,25,0.12195121951219512
27.59,-97.11,1987,6,25,0
27.69,-96.9,1987,6,25,0
27.86,-96.92,1987,6,25,0
27.53,-96.82,1987,6,25,0
27.52,-96.81,1987,6,26,0
27.6,-97.02,1987,6,26,0
27.53,-97.23,1987,6,26,0.3
27.4,-97.07,1987,6,26,0
27.25,-96.88,1987,6,26,0
27.03,-96.86,1987,6,26,0
26.93,-96.79,1987,6,26,0.06896551724137931
27.25,-96.72,1987,6,26,0
27.01,-96.94,1987,6,27,0
27.21,-97.1,1987,6,27,0
27.1,-97.34,1987,6,27,0.18181818181818182
27.1,-97.34,1987,6,27,0
26.94,-97.16,1987,6,27,0
26.87,-96.98,1987,6,27,0
26.76,-97.11,1987,6,27,0
26.76,-97.32,1987,6,27,0
26.86,-97.29,1987,6,27,0.058823529411764705
26.66,-97.28,1987,6,27,0
26.63,-97.08,1987,6,28,0
26.57,-97.03,1987,6,28,0
26.46,-97.05,1987,6,28,0
26.5,-97.01,1987,6,28,0
26.17,-96.92,1987,6,28,0
26.22,-97.04,1987,6,28,0
26.16,-97.06,1987,6,28,0
26.11,-97.11,1987,6,28,0
26.11,-97.14,1987,6,28,0
26.04,-97.08,1987,6,28,0
26.05,-97.06,1987,6,28,0.07692307692307693
26.18,-96.95,1987,6,28,0
26.47,-96.7,1987,6,29,0
28.05,-93.73,1987,6,30,0
28.48,-93.51,1987,6,30,0.03125
28.68,-93.27,1987,6,30,0.7272727272727273
28.71,-93.28,1987,6,30,0
28.78,-93.55,1987,6,30,0
28.54,-93.76,1987,6,30,0.5
28.22,-93.8,1987,6,30,0
28.27,-93.81,1987,6,30,0
28.59,-93.61,1987,7,2,0.7804878048780488
28.59,-93.61,1987,7,2,0.926829268292683
28.63,-93.67,1987,7,2,0.1
28.62,-93.84,1987,7,3,0.08333333333333333
28.78,-93.85,1987,7,3,0.0425531914893617
28.95,-93.85,1987,7,3,0.12195121951219512
29.46,-93.29,1987,7,3,0
29.52,-93.31,1987,7,3,0
29.57,-93.34,1987,7,3,0
29.16,-93.82,1987,7,3,0.13513513513513514
29.32,-93.79,1987,7,4,0
29.68,-93.57,1987,7,4,0
29.62,-93.01,1987,7,4,0
29.5,-92.89,1987,7,4,0
29.34,-92.62,1987,7,4,0
29.55,-92.88,1987,7,4,0
29.38,-92.71,1987,7,4,0
29.19,-92.63,1987,7,5,0
29.11,-92.92,1987,7,5,0.03333333333333333
29.09,-92.81,1987,7,5,0
28.99,-92.81,1987,7,5,0.13333333333333333
28.93,-92.8,1987,7,5,0.06666666666666667
29.05,-92.31,1987,7,5,0
29.05,-92.2,1987,7,5,0
29.06,-92.07,1987,7,5,0
29.08,-91.8,1987,7,5,0
29.01,-91.75,1987,7,5,0
28.97,-91.8,1987,7,5,0
29.03,-91.91,1987,7,6,0
28.92,-92.44,1987,7,6,0.03225806451612903
28.76,-92.4,1987,7,6,0
28.72,-92.36,1987,7,6,0.1
28.8,-92.15,1987,7,6,0
28.79,-91.93,1987,7,6,0
28.53,-91.95,1987,7,6,0.6470588235294118
28.68,-92.18,1987,7,6,0.043478260869565216
28.62,-92.26,1987,7,7,0
28.6,-92.28,1987,7,7,0
28.41,-92.5,1987,7,7,0
28.35,-92.5,1987,7,7,0
28.23,-92.56,1987,7,7,0
28.18,-92.58,1987,7,7,0
28.39,-92.71,1987,7,7,0
28.45,-92.72,1987,7,7,0
28.86,-92.76,1987,7,7,0.5098039215686274
28.64,-93.17,1987,7,8,0.12121212121212122
28.43,-93.14,1987,7,8,0.11666666666666667
28.38,-93.12,1987,7,8,0.0847457627118644
28.1,-92.88,1987,7,8,0
28.03,-92.23,1987,7,8,0
28.12,-92.22,1987,7,8,0
28.43,-91.7,1987,7,8,0
28.49,-91.68,1987,7,8,0.045454545454545456
28.59,-91.41,1987,7,9,0
28.49,-91.14,1987,7,9,0
28.85,-90.91,1987,7,9,0
28.63,-90.85,1987,7,9,2.9523809523809526
28.57,-90.83,1987,7,9,0.23529411764705882
28.54,-90.84,1987,7,9,0
28.51,-91.01,1987,7,9,0
28.86,-90.78,1987,7,9,0
28.8,-91.01,1987,7,9,0
28.59,-90.7,1987,7,10,0
28.52,-90.65,1987,7,10,0.05263157894736842
28.58,-90.44,1987,7,10,0
28.95,-90.5,1987,7,10,0
28.91,-90.31,1987,7,10,0
28.88,-90.28,1987,7,10,0
28.9,-89.98,1987,7,10,0
28.86,-89.93,1987,7,10,0
28.92,-90.08,1987,7,10,0
28.98,-90.35,1987,7,11,0
28.92,-90.29,1987,7,11,0
28.87,-90.23,1987,7,11,0
28.71,-90.29,1987,7,11,0
28.48,-90.68,1987,7,11,0
28.31,-90.89,1987,7,11,0
28.16,-91.28,1987,7,11,0
28.1,-91.27,1987,7,11,0
28.19,-91.39,1987,7,11,0
28.2,-91.47,1987,7,11,0
28.13,-92.02,1987,7,12,0
28.16,-91.75,1987,7,12,0
28.25,-91.77,1987,7,12,0
28.26,-91.51,1987,7,12,0
28.45,-91.23,1987,7,12,0
28.64,-91.47,1987,7,12,0
28.2,-92.94,1987,7,12,0
28.05,-93.13,1987,7,13,0
28,-93.11,1987,7,13,0
28.17,-90.67,1987,7,13,0
28.21,-90.36,1987,7,13,NaN
28.67,-90.09,1987,7,14,0
28.92,-89.54,1987,7,14,0
29.05,-89.65,1987,7,14,0
29.01,-89.6,1987,7,14,0
28.96,-89.53,1987,7,14,0
28.57,-90.98,2002,7,9,0
28.42,-90.98,2002,7,10,0
28.51,-90.72,2002,7,10,0
28.52,-90.65,2002,7,10,0
28.56,-90.98,2002,7,10,0.1
28.42,-90.98,2002,7,10,0
28.49,-90.72,2002,7,10,0
28.53,-90.66,2002,7,10,0
28.58,-90.66,2002,7,10,0
28.54,-90.66,2002,7,10,0
28.54,-90.66,2002,7,10,0
28.58,-90.66,2002,7,10,0.3333333333333333
28.9,-90.36,2002,7,11,0
28.99,-90.18,2002,7,11,0
29.12,-90.04,2002,7,11,0
29.13,-89.92,2002,7,11,0
28.98,-90.08,2002,7,11,0
29,-90.2,2002,7,11,0
28.9,-90.36,2002,7,11,0
28.98,-90.08,2002,7,11,0
29.12,-90.03,2002,7,11,0
29.13,-89.92,2002,7,12,0
29.07,-89.69,2002,7,12,0
29.06,-89.69,2002,7,12,0
29.67,-88.73,1990,6,9,0
29.77,-88.79,1990,6,9,0.0967741935483871
29.71,-88.66,1990,6,9,0
29.69,-88.61,1990,6,9,0.10416666666666667
29.62,-88.55,1990,6,9,0.5384615384615384
29.71,-88.49,1990,6,10,0.16666666666666666
29.8,-88.6,1990,6,10,0.09523809523809523
29.88,-88.57,1990,6,10,0.07142857142857142
29.9,-88.48,1990,6,10,0.023809523809523808
30.2,-88.67,1990,6,19,0.0625
30.16,-88.83,1990,6,19,0
30.18,-88.86,1990,6,20,0.0625
29.29,-89.82,1990,7,11,0
29.04,-90.61,1990,7,12,0
29.05,-90.62,1990,7,12,0
29.17,-91.99,1990,7,12,0
29.35,-91.95,1990,7,12,0
29.46,-92.26,1990,7,12,0
29.65,-92.98,1990,7,12,0
29.7,-93.2,1990,7,13,0
29.68,-93.3,1990,7,13,0
29.75,-93.43,1990,7,13,0
30.12,-88.58,1990,7,27,0.025
30.02,-88.49,1990,7,27,0
30.02,-88.5,1990,7,27,0.045454545454545456
29.91,-88.43,1990,7,27,0.6181818181818182
29.39,-88.46,1990,7,28,0
29.35,-88.46,1990,7,28,0
29.65,-88.17,1990,7,28,0
29.85,-88.16,1990,7,28,0
29.83,-88.13,1990,7,28,0.375
29.9,-88.14,1990,7,28,0.1
30,-88.2,1990,7,29,0
30.05,-88.19,1990,7,29,0
30.12,-88.1,1990,7,29,0.1
30.05,-88.23,1990,7,29,0.10526315789473684
29.97,-88.45,1990,7,29,0.022222222222222223
30.07,-88.41,1990,7,29,0
29.87,-88.52,1993,6,11,0
29.83,-88.48,1993,6,11,0
29.89,-88.61,1993,6,11,0
29.71,-88.64,1993,6,11,0
29.73,-88.75,1993,6,11,0.030303030303030304
29.64,-88.82,1993,6,11,0.018518518518518517
29.36,-88.9,1993,6,11,0
29.28,-88.93,1993,6,12,0
29.32,-88.85,1993,6,12,0
29.39,-88.8,1993,6,12,0
29.38,-88.81,1993,6,12,0
29.35,-88.82,1993,6,12,0
29.45,-88.79,1993,6,12,0
29.6,-88.59,1993,6,12,0
29.49,-88.65,1993,6,12,0
29.4,-88.8,1993,6,12,0.2
29.24,-88.52,1993,6,13,0
29.54,-88.39,1993,6,13,0
29.72,-88.37,1993,6,13,0.08333333333333333
29.8,-88.77,1993,6,13,0
29.84,-88.72,1993,6,13,0
30.11,-88.61,1993,6,23,0.12121212121212122
30.22,-88.74,1993,6,23,0
29.28,-89.75,1993,7,6,0
29.28,-89.83,1993,7,6,0
29.08,-90.2,1993,7,6,0
29.02,-91.63,1993,7,6,0
29.15,-91.66,1993,7,7,0
29.32,-91.96,1993,7,7,0
29.23,-92.11,1993,7,7,0
29.69,-92.97,1993,7,7,0
29.69,-93.7,1993,7,7,0
29.66,-93.82,1993,7,7,0
29.7,-93.31,1993,7,8,0
29.74,-93.14,1993,7,8,0
30.12,-88.06,1991,6,11,0
30.12,-88.07,1991,6,11,0
30.14,-88.11,1991,6,12,0.1
30.16,-88.13,1991,6,12,0
30.17,-88.13,1991,6,12,0.2
30.16,-88.1,1991,6,12,0.4
30.17,-88.11,1991,6,12,0
30.13,-88.05,1991,6,12,0
30.13,-88.08,1991,6,12,0
30.14,-88.11,1991,6,12,0.1
30.16,-88.13,1991,6,12,0
30.17,-88.13,1991,6,12,0
30.16,-88.1,1991,6,12,3.1
30.17,-88.12,1991,6,12,0
30.17,-88.1,1991,6,12,0
30.18,-88.1,1991,6,12,0
30.2,-88.12,1991,6,12,0
